"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
C18.2,"Malign tumör i colon ascendens",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,2,-,-
C18.3,"Malign tumör i flexura hepatica",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C18.4,"Malign tumör i colon transversum",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,1,3,1,-
C18.5,"Malign tumör i flexura lienalis",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C18.6,"Malign tumör i colon descendens",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C18.7,"Malign tumör i sigmoideum",Kv,66,-,-,-,-,-,-,-,-,1,1,3,-,5,4,5,9,13,10,4,8,3
,,M,78,-,-,-,-,-,-,-,-,-,-,1,1,4,6,12,13,10,11,14,4,2
C18.8,"Malign tumör i kolon med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C18.9,"Ospecificerad lokalisation av malign tumör i kolon",Kv,331,-,-,-,-,-,-,-,1,-,2,2,9,6,16,21,40,60,60,69,32,13
,,M,321,-,-,-,-,-,-,-,1,1,4,4,8,11,14,40,45,67,60,46,20,-
C19,"Malign tumör i rektosigmoidala gränszonen",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,4,2,1,2,2,1
,,M,15,-,-,-,-,-,-,-,-,-,-,1,-,2,-,4,-,-,3,2,3,-
C20,"Malign tumör i ändtarmen",Kv,151,-,-,-,-,-,-,-,-,2,1,3,5,4,9,17,20,20,25,26,15,4
,,M,216,-,-,-,-,-,-,-,-,-,4,5,3,9,19,29,40,37,31,26,7,6
C21.0,"Ospecificerad lokalisation av malign tumör i anus",Kv,23,-,-,-,-,-,-,-,-,-,-,1,1,2,3,2,4,3,3,4,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,3,1,1,-,-,-
C21.1,"Malign tumör i analkanalen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-
C21.8,"Malign tumör i rektum, anus och analkanalen med övergripande växt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
C22.0,Levercellskarcinom,Kv,33,-,-,-,-,-,-,-,-,-,1,-,3,1,3,6,4,5,3,6,1,-
,,M,120,-,-,-,-,-,1,-,-,2,1,-,3,6,10,22,21,21,21,10,2,-
C22.1,"Cancer i intrahepatiska gallgångarna",Kv,61,-,-,-,-,-,-,-,-,-,-,1,1,5,1,7,10,14,11,9,2,-
,,M,68,-,-,-,-,-,-,1,-,-,1,1,2,2,7,7,18,15,10,3,1,-
C22.9,"Ospecificerad malign tumör i levern",Kv,35,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,6,6,12,2,2
,,M,82,-,-,-,-,-,-,-,-,-,-,1,-,2,11,11,9,19,12,7,9,1
C23,"Malign tumör i gallblåsan",Kv,48,-,-,-,-,-,-,-,-,-,-,-,2,1,-,7,10,9,10,6,3,-
,,M,24,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,4,7,6,1,-
C24.0,"Malign tumör i extrahepatiska gallgångarna",Kv,50,-,-,-,-,-,-,-,1,-,-,-,1,1,-,6,5,10,8,9,8,1
,,M,39,-,-,-,-,-,-,1,-,-,-,1,-,4,-,5,8,7,6,3,4,-
C24.1,"Malign tumör i ampulla Vateri",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,2,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,1,-,-,-
C24.8,"Malign tumör i gallvägarna med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C24.9,"Ospecificerad lokalisation av malign tumör i gallvägarna",Kv,47,-,-,-,-,-,-,-,-,-,-,1,1,2,4,2,8,9,11,5,1,3
,,M,31,-,-,-,-,-,-,-,-,-,-,-,1,-,3,6,9,3,5,3,1,-
C25.0,"Malign tumör i caput pancreatis",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,1,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,-,1,-,-
C25.1,"Malign tumör i corpus pancreatis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C25.2,"Malign tumör i cauda pancreatis",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C25.3,"Malign tumör i ductus pancreatis",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C25.8,"Malign tumör i pankreas med övergripande växt",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C25.9,"Ospecificerad lokalisation av malign tumör i pankreas",Kv,477,-,-,-,-,-,-,-,2,1,1,4,14,20,18,45,89,94,84,58,39,8
,,M,480,-,-,-,-,-,-,-,-,-,2,5,12,29,38,64,98,97,78,39,16,2
C26.0,"Ospecificerad lokalisation av malign tumör i tarmkanalen",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,4,4,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,1
C26.8,"Malign tumör i matsmältningsorganen med övergripande växt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C26.9,"Ofullständigt angiven lokalisation av malign tumör i matsmältningsorganen",Kv,39,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,8,8,10,4,2,5
,,M,25,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,3,7,3,3,1,1
C30-C39,"Maligna tumörer i andningsorganen och brösthålans organ",Kv,919,-,-,-,-,-,-,-,-,-,4,4,19,27,69,115,205,226,139,75,33,3
,,M,888,-,-,-,-,-,1,-,-,1,1,4,12,28,76,103,176,215,148,91,28,4
C30.0,"Malign tumör i näshåla",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C31.0,"Malign tumör i maxillarsinus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
C31.1,"Malign tumör i etmoidalsinus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C31.9,"Malign tumör i näsans bihålor, ospecificerade",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C32.0,"Malign tumör i glottis",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C32.1,"Malign tumör i supraglottis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
C32.9,"Ospecificerad lokalisation av malign tumör i larynx",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,18,-,-,-,-,-,-,-,-,-,-,1,-,-,3,2,3,6,1,1,-,1
C33,"Malign tumör i luftstrupen",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C34.0,"Malign tumör i huvudbronk",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C34.1,"Malign tumör i överlob, bronk eller lunga",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
C34.3,"Malign tumör i underlob, bronk eller lunga",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C34.8,"Malign tumör i bronk och lunga med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C34.9,"Ospecificerad lokalisation av malign tumör i bronk och lunga",Kv,895,-,-,-,-,-,-,-,-,-,4,3,18,26,67,108,201,224,133,75,33,3
,,M,853,-,-,-,-,-,1,-,-,1,1,3,12,26,71,101,168,205,144,89,28,3
C37,"Malign tumör i tymus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C38.0,"Malign tumör i hjärtat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
C38.3,"Malign tumör i ospecificerad del av mediastinum",Kv,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
C38.4,"Malign tumör i pleura",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-
C39.9,"Ofullständigt angivna lokalisationer av malign tumör inom andningsorganen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C40-C41,"Maligna tumörer i ben och ledbrosk",Kv,8,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,2,3,-,-
,,M,15,-,-,-,-,2,1,1,-,-,3,-,1,-,2,-,2,2,1,-,-,-
C41.0,"Malign tumör i skallens ben och ansiktsbenen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
C41.1,"Malign tumör i underkäkens ben",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C41.4,"Malign tumör i bäckenben, sakrum och koccyx",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C41.9,"Ospecificerad lokalisation av malign tumör i ben och ledbrosk",Kv,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,11,-,-,-,-,2,1,1,-,-,2,-,1,-,2,-,1,1,-,-,-,-
C43-C44,"Melanom och andra maligna tumörer i huden",Kv,109,-,-,-,-,-,-,-,1,-,3,4,8,8,7,12,8,13,20,10,13,2
,,M,194,-,-,-,-,-,-,-,-,-,-,4,12,10,11,18,35,38,29,24,12,1
C43.2,"Malignt melanom på ytteröra och i yttre hörselgång",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
C43.3,"Malignt melanom på andra och ospecificerade delar av ansiktet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C43.4,"Malignt melanom i hårbotten och på halsen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C43.5,"Malignt melanom på bålen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-
C43.6,"Malignt melanom på övre extremitet inklusive skuldran",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
C43.7,"Malignt melanom på nedre extremitet inklusive höften",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C43.9,"Ospecificerad lokalisation av malignt melanom i huden",Kv,94,-,-,-,-,-,-,-,1,-,3,3,8,7,7,9,7,12,17,9,10,1
,,M,155,-,-,-,-,-,-,-,-,-,-,4,10,9,9,16,30,33,23,13,8,-
C44.0,"Malign tumör i läpphuden",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
C44.2,"Malign tumör i huden på ytteröra och i yttre hörselgången",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,1
C44.3,"Malign tumör i huden på andra och ospecificerade delar av ansiktet",M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-
C44.4,"Malign tumör i huden i hårbotten och på halsen",M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-
C44.5,"Malign tumör i huden på bålen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
C44.6,"Malign tumör i huden på övre extremiteten inklusive skuldran",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C44.9,"Ospecificerad lokalisation av malign tumör i huden",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,3,-
,,M,19,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,2,2,5,4,2,-
C45-C49,"Maligna tumörer i mesotelial (kroppshåletäckande) vävnad och mjukvävnad",Kv,71,-,-,-,-,-,-,1,-,-,2,3,1,3,5,6,12,13,17,5,3,-
,,M,105,1,-,-,-,-,1,1,-,1,3,1,2,6,4,2,14,29,23,11,6,-
C45.0,"Mesoteliom i pleura",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,-,-,-
,,M,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,11,5,2,-,-
C45.1,"Mesoteliom i peritoneum",Kv,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
C45.7,"Mesoteliom med andra lokalisationer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
C45.9,"Ospecificerad lokalisation av mesoteliom",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-
,,M,30,-,-,-,-,-,-,-,-,-,1,-,2,1,-,1,4,9,7,3,2,-
C47.9,"Ospecificerad lokalisation av malign tumör i perifera nerver och autonoma nervsystemet",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C48.0,"Malign tumör i retroperitonealrummet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C48.2,"Ospecificerad lokalisation av malign tumör i peritoneum",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,1,3,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
C49.0,"Malign tumör i bindväv och mjukvävnad i huvudet, ansiktet och halsen",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
C49.1,"Malign tumör i bindväv och mjukvävnad i övre extremitet inklusive skuldran",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-
C49.2,"Malign tumör i bindväv och mjukvävnad i nedre extremitet inklusive höften",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
C49.3,"Malign tumör i bindväv och mjukvävnad i bröstkorgen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C49.4,"Malign tumör i bindväv och mjukvävnad i buken",Kv,6,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,2,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
C49.6,"Malign tumör i bindväv och mjukvävnad på bålen med ospecificerad lokalisation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C49.8,"Malign tumör i bindväv och annan mjukvävnad med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
C49.9,"Ospecificerad lokalisation av malign tumör i bindväv och mjukvävnad",Kv,32,-,-,-,-,-,-,1,-,-,-,1,1,2,2,3,4,6,10,1,1,-
,,M,36,1,-,-,-,-,1,-,-,1,2,1,-,4,2,1,7,2,8,4,2,-
C50-C50,"Malign tumör i bröstkörtel",Kv,670,-,-,-,-,-,-,-,6,6,14,22,31,41,49,61,82,112,90,77,56,23
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,3,-,-,-
C50.8,"Malign tumör i bröstkörtel med övergripande växt",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1
C50.9,"Ospecificerad lokalisation av malign tumör i bröstkörtel",Kv,667,-,-,-,-,-,-,-,6,6,14,22,31,41,49,60,82,112,89,77,56,22
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,3,-,-,-
C51-C58,"Maligna tumörer i de kvinnliga könsorganen",Kv,549,-,-,-,-,-,-,-,1,6,5,11,16,23,41,48,87,115,73,77,38,8
C51.9,"Ospecificerad lokalisation av malign tumör i vulva",Kv,27,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,4,5,4,6,2
C52,"Malign tumör i vagina",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,2,-,-
C53.8,"Malign tumör i cervix uteri med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C53.9,"Ospecificerad lokalisation av malign tumör i cervix uteri",Kv,53,-,-,-,-,-,-,-,-,2,3,3,4,5,7,4,3,7,10,3,2,-
C54.0,"Malign tumör i isthmus uteri",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C54.1,"Malign tumör i endometrium",Kv,24,-,-,-,-,-,-,-,-,1,-,-,-,3,1,-,4,3,2,8,-,2
C54.8,"Malign tumör i corpus uteri med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C54.9,"Ospecificerad lokalisation av malign tumör i corpus uteri",Kv,81,-,-,-,-,-,-,-,-,1,-,1,1,1,7,9,16,23,7,9,5,1
C55,"Malign tumör i livmodern med icke specificerad lokalisation",Kv,62,-,-,-,-,-,-,-,-,1,-,1,-,2,1,4,15,9,11,10,7,1
C56,"Malign tumör i äggstock",Kv,218,-,-,-,-,-,-,-,1,1,2,4,8,10,18,25,32,53,26,26,11,1
C57.0,"Malign tumör i äggledare",Kv,31,-,-,-,-,-,-,-,-,-,-,1,1,-,3,3,8,7,4,3,1,-
C57.8,"Malign tumör i de kvinnliga könsorganen med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C57.9,"Ospecificerad lokalisation av malign tumör i de kvinnliga könsorganen",Kv,41,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1,5,6,8,11,5,1
C60-C63,"Maligna tumörer i de manliga könsorganen",M,1081,-,-,-,-,-,-,-,1,1,1,-,4,7,31,64,114,196,227,237,155,43
C60.8,"Malign tumör i penis med övergripande växt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C60.9,"Ospecificerad lokalisation av malign tumör i penis",M,14,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,5,3,3,1,-
C61,"Malign tumör i prostata",M,1057,-,-,-,-,-,-,-,-,-,-,-,3,6,31,63,113,189,224,233,153,42
C62.9,"Ospecificerad lokalisation av malign tumör i testikel",M,7,-,-,-,-,-,-,-,1,1,-,-,1,1,-,1,-,1,-,1,-,-
C63.9,"Ospecificerad lokalisation av malign tumör i de manliga könsorganen",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
C64-C68,"Maligna tumörer i urinorganen",Kv,208,-,1,1,-,-,-,-,1,1,-,1,1,6,9,17,34,30,35,42,21,8
,,M,447,-,-,-,-,-,-,1,-,-,2,3,7,12,20,29,55,97,98,74,35,14
C64,"Malign tumör i njure med undantag för njurbäcken",Kv,83,-,1,1,-,-,-,-,1,1,-,-,-,1,5,5,16,7,12,23,9,1
,,M,162,-,-,-,-,-,-,1,-,-,1,2,6,6,13,15,22,33,31,20,7,5
C65,"Malign tumör i njurbäcken",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,4,1,1,-
,,M,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,8,2,4,2,-
C66,"Malign tumör i uretär (urinledare)",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,3,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1
C67.8,"Malign tumör i urinblåsan med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C67.9,"Ospecificerad lokalisation av malign tumör i urinblåsan",Kv,85,-,-,-,-,-,-,-,-,-,-,1,-,2,2,10,11,16,14,14,10,5
,,M,234,-,-,-,-,-,-,-,-,-,1,1,1,5,5,10,26,44,63,44,26,8
C68.0,"Malign tumör i uretra",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C68.9,"Ospecificerad lokalisation av malign tumör i urinorganen",Kv,19,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,5,3,4,1,1,2
,,M,25,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,2,11,1,5,-,-
C69-C72,"Maligna tumörer i öga, hjärnan och andra delar av centrala nervsystemet",Kv,134,-,-,-,4,-,-,-,2,5,3,6,5,8,16,16,22,23,13,9,1,1
,,M,208,-,-,3,1,2,-,4,3,4,4,4,10,32,25,26,42,23,17,6,2,-
C69.3,"Malign tumör i korioidea",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
C69.4,"Malign tumör i ciliarkropp",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C69.6,"Malign tumör i orbita",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C69.9,"Ospecificerad lokalisation av malign tumör i öga",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-
C70.9,"Ospecificerad lokalisation av malign tumör i centrala nervsystemets hinnor",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
C71.0,"Malign tumör i storhjärnan utom lober och ventriklar",Kv,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-
C71.1,"Malign tumör i frontallob",Kv,5,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-,-,-,1,-,-
,,M,10,-,-,-,-,-,-,-,1,-,-,-,-,1,3,-,4,-,1,-,-,-
C71.2,"Malign tumör i temporallob",Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
C71.3,"Malign tumör i parietallob",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
C71.4,"Malign tumör i occipitallob",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
C71.6,"Malign tumör i lillhjärnan",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C71.7,"Malign tumör i hjärnstammen",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,5,-,-,2,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
C71.8,"Malign tumör i hjärnan med övergripande växt",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
C71.9,"Ospecificerad lokalisation av malign tumör i hjärnan",Kv,110,-,-,-,3,-,-,-,1,4,2,4,4,7,12,15,19,22,10,6,1,-
,,M,177,-,-,1,1,-,-,4,1,4,3,4,8,27,21,25,34,21,15,6,2,-
C72.9,"Ospecificerad lokalisation av malign tumör i centrala nervsystemet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C73-C75,"Maligna tumörer i tyreoidea och andra endokrina körtlar",Kv,26,-,-,-,-,-,1,-,-,1,-,1,1,-,1,3,3,6,3,4,1,1
,,M,21,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,3,6,3,2,1,-
C73,"Malign tumör i tyreoidea",Kv,22,-,-,-,-,-,1,-,-,-,-,-,1,-,-,3,3,5,3,4,1,1
,,M,17,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,3,4,2,2,1,-
C74.0,"Malign tumör i binjurebarken",Kv,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
C74.1,"Malign tumör i binjuremärgen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C75.0,"Malign tumör i paratyreoidea",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
C75.5,"Malign tumör i aortic body (aortanära körtel) och andra paraganglier",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
C75.9,"Malign tumör i ospecificerad endokrin körtel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
