"Tabell4A:Dödajanuari-juni2021efterunderliggandedödsorsakenligtICD:sdetaljlista,könochålder.Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
C21.0,Ospecificerad lokalisation av malign tumör i anus,Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,1,4,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,-,-
C21.1,Malign tumör i analkanalen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C21.8,"Malign tumör i rektum, anus och analkanalen med övergripande växt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C22.0,Levercellskarcinom,Kv,33,-,-,-,-,-,1,-,-,-,-,1,-,2,1,1,5,5,6,6,4,1
,,M,117,-,-,-,-,-,-,-,-,-,2,-,6,4,15,18,23,20,19,10,-,-
C22.1,Cancer i intrahepatiska gallgångarna,Kv,64,-,-,-,-,-,-,-,-,-,-,1,-,1,3,10,16,16,5,8,4,-
,,M,66,-,-,-,-,-,-,-,1,1,-,-,3,1,8,10,10,17,7,6,2,-
C22.3,Angiosarkom i levern,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C22.4,Andra sarkom i levern,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C22.9,Ospecificerad malign tumör i levern,Kv,27,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,5,5,5,6,2,2
,,M,69,-,-,-,-,-,-,-,-,-,-,-,-,3,8,6,17,13,14,3,5,-
C23,Malign tumör i gallblåsan,Kv,56,-,-,-,-,-,-,-,-,-,1,2,-,-,4,6,7,8,13,9,4,2
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,6,4,3,2,-
C24.0,Malign tumör i extrahepatiska gallgångarna,Kv,55,-,-,-,-,-,-,-,-,-,-,1,1,2,4,5,8,14,9,11,-,-
,,M,53,-,-,-,-,-,-,-,-,-,-,4,1,7,5,5,6,10,7,7,1,-
C24.1,Malign tumör i ampulla Vateri,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,2,-,-
C24.8,Malign tumör i gallvägarna med övergripande växt,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C24.9,Ospecificerad lokalisation av malign tumör i gallvägarna,Kv,35,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,8,9,4,6,4,-
,,M,37,-,-,-,-,-,-,-,-,1,1,-,1,1,4,9,6,8,5,-,1,-
C25.0,Malign tumör i caput pancreatis,Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,2,2,1,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,-,-,-,-
C25.1,Malign tumör i corpus pancreatis,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-
C25.2,Malign tumör i cauda pancreatis,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
C25.3,Malign tumör i ductus pancreatis,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C25.8,Malign tumör i pankreas med övergripande växt,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
C25.9,Ospecificerad lokalisation av malign tumör i pankreas,Kv,471,-,-,-,-,-,-,-,-,1,1,5,8,18,33,54,89,82,84,62,27,7
,,M,473,-,-,-,-,-,1,-,-,-,4,6,12,29,33,64,71,120,63,52,15,3
C26.0,Ospecificerad lokalisation av malign tumör i tarmkanalen,Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,3,2,5,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,-,1,-
C26.1,Malign tumör i mjälten,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C26.8,Malign tumör i matsmältningsorganen med övergripande växt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C26.9,Ofullständigt angiven lokalisation av malign tumör i matsmältningsorganen,Kv,31,-,-,-,-,-,-,-,-,-,1,-,3,1,-,1,5,7,4,3,3,3
,,M,26,-,-,-,-,-,-,-,-,-,1,-,-,-,1,4,5,1,10,3,-,1
C30-C39,Maligna tumörer i andningsorganen och brösthålans organ,Kv,894,-,-,-,-,-,-,-,-,1,1,3,15,28,72,111,197,213,132,79,37,5
,,M,821,-,1,-,-,-,-,-,-,1,5,3,17,18,50,104,175,160,155,95,33,4
C30.0,Malign tumör i näshåla,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
C31.0,Malign tumör i maxillarsinus,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C31.1,Malign tumör i etmoidalsinus,M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
C31.3,Malign tumör i sfenoidalsinus,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C31.9,"Malign tumör i näsans bihålor, ospecificerade",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-
C32.0,Malign tumör i glottis,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
C32.1,Malign tumör i supraglottis,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1
C32.9,Ospecificerad lokalisation av malign tumör i larynx,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,1,1,-
,,M,17,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,8,1,1,1
C33,Malign tumör i luftstrupen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C34.1,"Malign tumör i överlob, bronk eller lunga",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,1,-
C34.2,"Malign tumör i mellanlob, bronk eller lunga",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
C34.3,"Malign tumör i underlob, bronk eller lunga",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,1,-,-
C34.9,Ospecificerad lokalisation av malign tumör i bronk och lunga,Kv,875,-,-,-,-,-,-,-,-,1,1,2,13,26,72,108,192,211,132,77,35,5
,,M,766,-,1,-,-,-,-,-,-,1,2,3,15,15,46,101,170,151,141,89,29,2
C37,Malign tumör i tymus,Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,1,-,1,-
C38.0,Malign tumör i hjärtat,Kv,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C38.3,Malign tumör i ospecificerad del av mediastinum,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
C38.4,Malign tumör i pleura,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C39.9,Ofullständigt angivna lokalisationer av malign tumör inom andningsorganen,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,1,-
C40-C41,Maligna tumörer i ben och ledbrosk,Kv,10,-,-,-,1,1,2,-,-,-,-,1,-,1,-,1,-,-,2,1,-,-
,,M,15,-,-,-,-,1,-,1,-,-,-,1,1,1,4,1,-,1,3,1,-,-
C40.2,Malign tumör i nedre extremiteternas långa ben,Kv,2,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C41.0,Malign tumör i skallens ben och ansiktsbenen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C41.2,Malign tumör i kotpelaren,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C41.4,"Malign tumör i bäckenben, sakrum och koccyx",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C41.9,Ospecificerad lokalisation av malign tumör i ben och ledbrosk,Kv,6,-,-,-,1,-,2,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-
,,M,11,-,-,-,-,-,-,1,-,-,-,1,1,-,4,1,-,1,2,-,-,-
C43-C44,Melanom och andra maligna tumörer i huden,Kv,126,-,-,-,-,-,-,-,-,1,1,3,7,6,5,9,14,17,25,20,12,6
,,M,186,-,-,-,-,-,-,1,1,1,-,5,6,5,9,17,25,40,29,26,17,4
C43.2,Malignt melanom på ytteröra och i yttre hörselgång,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C43.3,Malignt melanom på andra och ospecificerade delar av ansiktet,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C43.4,Malignt melanom i hårbotten och på halsen,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
C43.5,Malignt melanom på bålen,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1,1,-,-,-
C43.6,Malignt melanom på övre extremitet inklusive skuldran,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-
C43.7,Malignt melanom på nedre extremitet inklusive höften,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C43.9,Ospecificerad lokalisation av malignt melanom i huden,Kv,110,-,-,-,-,-,-,-,-,1,1,3,7,6,5,9,11,15,21,16,9,6
,,M,145,-,-,-,-,-,-,1,1,1,-,5,5,4,7,14,21,35,22,16,12,1
C44.0,Malign tumör i läpphuden,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C44.2,Malign tumör i huden på ytteröra och i yttre hörselgången,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-
C44.3,Malign tumör i huden på andra och ospecificerade delar av ansiktet,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,2,1
C44.4,Malign tumör i huden i hårbotten och på halsen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
C44.5,Malign tumör i huden på bålen,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C44.6,Malign tumör i huden på övre extremiteten inklusive skuldran,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C44.7,Malign tumör i huden på nedre extremiteten inklusive höften,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C44.9,Ospecificerad lokalisation av malign tumör i huden,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,1,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,4,3,1
C45-C49,Maligna tumörer i mesotelial (kroppshåletäckande) vävnad och mjukvävnad,Kv,74,-,1,1,1,1,2,2,-,-,1,1,4,2,3,6,13,11,10,8,6,1
,,M,98,-,-,-,-,1,2,-,-,1,1,1,2,4,2,10,17,24,18,11,4,-
C45.0,Mesoteliom i pleura,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,-,1,-,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,3,2,3,2,-
C45.1,Mesoteliom i peritoneum,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C45.7,Mesoteliom med andra lokalisationer,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,1,-,-,-
C45.9,Ospecificerad lokalisation av mesoteliom,Kv,7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,2,-,1,-,-
,,M,34,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,5,8,8,5,2,-
C47.9,Ospecificerad lokalisation av malign tumör i perifera nerver och autonoma nervsystemet,Kv,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
C48.0,Malign tumör i retroperitonealrummet,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C48.2,Ospecificerad lokalisation av malign tumör i peritoneum,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,-,-,-
C49.0,"Malign tumör i bindväv och mjukvävnad i huvudet, ansiktet och halsen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C49.2,Malign tumör i bindväv och mjukvävnad i nedre extremitet inklusive höften,Kv,5,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C49.3,Malign tumör i bindväv och mjukvävnad i bröstkorgen,Kv,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C49.4,Malign tumör i bindväv och mjukvävnad i buken,Kv,10,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,3,2,2,-,-,-
,,M,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
C49.6,Malign tumör i bindväv och mjukvävnad på bålen med ospecificerad lokalisation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C49.9,Ospecificerad lokalisation av malign tumör i bindväv och mjukvävnad,Kv,30,-,1,-,-,-,1,2,-,-,1,-,2,1,1,4,3,3,5,1,5,-
,,M,35,-,-,-,-,1,1,-,-,-,1,1,2,-,2,3,6,9,6,3,-,-
C50-C50,Malign tumör i bröstkörtel,Kv,651,-,-,-,-,-,-,1,3,8,10,17,31,43,50,74,73,99,78,83,55,26
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
C50.9,Ospecificerad lokalisation av malign tumör i bröstkörtel,Kv,651,-,-,-,-,-,-,1,3,8,10,17,31,43,50,74,73,99,78,83,55,26
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
C51-C58,Maligna tumörer i de kvinnliga könsorganen,Kv,591,-,-,-,-,-,2,1,4,5,9,13,28,28,43,68,93,98,90,70,34,5
C51.8,Malign tumör i vulva med övergripande växt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C51.9,Ospecificerad lokalisation av malign tumör i vulva,Kv,45,-,-,-,-,-,-,-,-,1,-,1,-,1,3,7,4,5,8,10,3,2
C52,Malign tumör i vagina,Kv,6,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,3,-,-
C53.9,Ospecificerad lokalisation av malign tumör i cervix uteri,Kv,74,-,-,-,-,-,1,-,3,2,5,3,9,-,5,6,9,12,6,7,5,1
C54.1,Malign tumör i endometrium,Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,1,2,3,2,1
C54.8,Malign tumör i corpus uteri med övergripande växt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C54.9,Ospecificerad lokalisation av malign tumör i corpus uteri,Kv,86,-,-,-,-,-,1,-,-,-,-,-,5,5,5,10,12,16,20,6,5,1
C55,Malign tumör i livmodern med icke specificerad lokalisation,Kv,72,-,-,-,-,-,-,-,-,-,-,3,1,3,10,9,8,13,10,7,8,-
C56,Malign tumör i äggstock,Kv,222,-,-,-,-,-,-,-,1,1,4,6,11,16,13,25,43,36,35,23,8,-
C57.0,Malign tumör i äggledare,Kv,31,-,-,-,-,-,-,-,-,1,-,-,2,2,4,6,9,5,2,-,-,-
C57.8,Malign tumör i de kvinnliga könsorganen med övergripande växt,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
C57.9,Ospecificerad lokalisation av malign tumör i de kvinnliga könsorganen,Kv,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,9,5,9,3,-
C60-C63,Maligna tumörer i de manliga könsorganen,M,1009,-,-,-,-,-,-,-,1,-,-,2,7,14,19,61,121,164,204,236,150,30
C60.9,Ospecificerad lokalisation av malign tumör i penis,M,10,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,-,3,2,1,-,-
C61,Malign tumör i prostata,M,996,-,-,-,-,-,-,-,-,-,-,1,4,13,19,60,121,161,202,235,150,30
C62.9,Ospecificerad lokalisation av malign tumör i testikel,M,3,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-
C64-C68,Maligna tumörer i urinorganen,Kv,227,-,-,-,-,-,-,-,-,-,1,2,5,5,9,10,35,39,36,50,28,7
,,M,399,-,-,-,-,-,-,-,-,-,2,4,5,9,21,28,58,77,75,72,37,11
C64,Malign tumör i njure med undantag för njurbäcken,Kv,101,-,-,-,-,-,-,-,-,-,1,2,1,2,4,3,17,16,18,28,7,2
,,M,142,-,-,-,-,-,-,-,-,-,1,4,3,6,10,12,27,35,18,18,7,1
C65,Malign tumör i njurbäcken,Kv,17,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,4,3,3,2,-
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,5,1,4,1,-,-
C66,Malign tumör i uretär (urinledare),Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,2,-
C67.9,Ospecificerad lokalisation av malign tumör i urinblåsan,Kv,93,-,-,-,-,-,-,-,-,-,-,-,3,2,4,4,13,18,12,17,16,4
,,M,220,-,-,-,-,-,-,-,-,-,-,-,2,1,8,15,25,36,46,50,27,10
C68.0,Malign tumör i uretra,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C68.8,Malign tumör i urinorganen med övergripande växt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C68.9,Ospecificerad lokalisation av malign tumör i urinorganen,Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,2,-
,,M,15,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,2,6,2,1,-
C69-C72,"Maligna tumörer i öga, hjärnan och andra delar av centrala nervsystemet",Kv,144,-,-,1,1,1,1,2,1,2,7,5,8,13,13,19,26,19,16,5,2,2
,,M,205,-,1,2,-,3,1,3,2,5,6,11,10,21,28,25,30,35,13,7,2,-
C69.3,Malign tumör i korioidea,Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C69.5,Malign tumör i tårkörtel och tårkanal,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C69.9,Ospecificerad lokalisation av malign tumör i öga,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,1,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,1,-,-
C70.9,Ospecificerad lokalisation av malign tumör i centrala nervsystemets hinnor,M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
C71.0,Malign tumör i storhjärnan utom lober och ventriklar,Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-
C71.1,Malign tumör i frontallob,Kv,6,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,2,-,1,-,-,-
,,M,6,-,-,-,-,2,-,1,-,-,1,-,-,-,-,-,2,-,-,-,-,-
C71.2,Malign tumör i temporallob,Kv,5,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,-,1,-,-,-
C71.3,Malign tumör i parietallob,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,1,-,-
C71.5,Malign tumör i hjärnventrikel,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C71.6,Malign tumör i lillhjärnan,Kv,4,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
C71.7,Malign tumör i hjärnstammen,Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,6,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-
C71.8,Malign tumör i hjärnan med övergripande växt,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C71.9,Ospecificerad lokalisation av malign tumör i hjärnan,Kv,117,-,-,-,1,-,1,1,1,2,7,4,6,13,9,16,19,18,14,3,1,1
,,M,168,-,-,-,-,1,1,2,2,4,5,9,10,19,23,21,22,32,12,5,-,-
C73-C75,Maligna tumörer i tyreoidea och andra endokrina körtlar,Kv,31,-,-,2,-,-,-,-,1,1,-,1,-,-,1,-,2,9,7,2,4,1
,,M,18,-,-,1,1,-,-,-,-,-,-,1,-,1,1,2,4,4,1,1,1,-
C73,Malign tumör i tyreoidea,Kv,24,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,8,7,2,3,1
,,M,16,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,4,4,1,1,1,-
C74.0,Malign tumör i binjurebarken,Kv,3,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-
C74.9,Ospecificerad lokalisation av malign tumör i binjure,Kv,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C75.0,Malign tumör i paratyreoidea,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C76-C80,"Maligna tumörer med ofullständigt angivna, sekundära och icke specificerade lokalisationer",Kv,368,-,-,-,-,-,-,-,-,2,1,2,8,4,9,32,35,69,59,74,57,16
,,M,276,-,-,-,-,-,1,1,-,-,1,-,3,7,9,18,49,53,39,54,26,15
C76.0,"Malign tumör i huvudet, ansiktet och halsen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,2,-,-
C76.1,Malign tumör i bröstkorgen,M,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C76.2,Malign tumör i buken,Kv,51,-,-,-,-,-,-,-,-,1,-,1,-,2,2,4,1,11,9,10,8,2
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,5,2,1,4,1,1
C76.3,Malign tumör i bäckenet,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C80.0,"Malign tumör, primär lokalisation angiven som okänd",Kv,169,-,-,-,-,-,-,-,-,1,1,-,6,2,5,15,23,31,22,33,25,5
,,M,137,-,-,-,-,-,-,-,-,-,1,-,2,7,5,9,26,21,22,24,16,4
C80.9,"Malign tumör, ospecificerad primär lokalisation",Kv,143,-,-,-,-,-,-,-,-,-,-,1,2,-,2,13,11,27,28,27,24,8
,,M,115,-,-,-,-,-,1,-,-,-,-,-,1,-,2,7,17,29,15,24,9,10
C81-C96,"Maligna tumörer i lymfatisk, blodbildande och besläktad vävnad",Kv,367,-,-,-,-,-,1,2,-,1,2,2,7,7,11,26,43,74,67,62,42,20
,,M,490,-,-,1,-,1,1,1,-,2,2,6,10,15,26,27,92,126,96,60,20,4
C81.1,Hodgkins lymfom (klassiskt) med nodulär skleros,Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C81.9,"Hodgkins lymfom, ospecificerat",Kv,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1,-,-,-,1
,,M,8,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,1,1,1,1,1,-
C82.0,Follikulärt lymfom grad I,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
C82.2,"Follikulärt lymfom, ospecificerad grad III",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C82.9,"Follikulärt lymfom, ospecificerat",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,6,2,2,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,3,1,-,-,-
C83.0,Småcelligt B-cellslymfom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
C83.1,Mantelcellslymfom,Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,1,-,-
,,M,19,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,6,2,4,1,1,-
C83.3,Diffust storcelligt B-cellslymfom,Kv,25,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,6,2,6,3,1
,,M,35,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,5,13,8,2,-,-
