"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,281,-,-,-,-,-,-,-,-,4,1,4,8,7,18,27,41,46,50,43,24,8
C19,"Malign tumör i rektosigmoidala gränszonen",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,4,2,2,1,1
,,M,30,-,-,-,-,-,-,-,-,-,1,1,-,2,2,4,4,6,3,7,-,-
C20,"Malign tumör i ändtarmen",Kv,171,-,-,-,-,-,-,-,-,-,-,3,6,6,12,23,26,22,30,23,12,8
,,M,229,-,-,-,-,-,-,-,-,-,-,5,4,11,16,26,46,52,30,25,14,-
C21.0,"Ospecificerad lokalisation av malign tumör i anus",Kv,16,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-,2,2,2,1,2,2
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,1,1,1,-,-
C21.1,"Malign tumör i analkanalen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C22.0,Levercellskarcinom,Kv,30,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,5,4,7,3,4,1
,,M,96,-,-,-,-,-,-,-,-,1,-,-,3,6,10,11,17,20,16,11,1,-
C22.1,"Cancer i intrahepatiska gallgångarna",Kv,34,-,-,-,-,-,-,-,-,-,2,1,-,-,2,2,10,10,5,1,1,-
,,M,69,-,-,-,-,-,-,-,-,1,-,-,1,-,10,8,16,12,13,7,1,-
C22.3,"Angiosarkom i levern",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C22.7,"Andra specificerade primära cancerformer i levern",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C22.9,"Ospecificerad malign tumör i levern",Kv,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,6,6,1,6,1
,,M,74,-,-,-,-,-,1,-,-,-,-,-,2,-,10,9,14,12,14,8,4,-
C23,"Malign tumör i gallblåsan",Kv,53,-,-,-,-,-,-,-,-,1,-,-,-,3,3,6,5,15,10,7,2,1
,,M,25,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,6,5,6,3,-,-
C24.0,"Malign tumör i extrahepatiska gallgångarna",Kv,63,-,-,-,-,-,-,1,-,1,1,2,2,1,2,5,11,14,10,8,3,2
,,M,41,-,-,-,-,-,-,-,-,-,-,2,-,1,1,3,6,8,8,9,1,2
C24.1,"Malign tumör i ampulla Vateri",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-
C24.9,"Ospecificerad lokalisation av malign tumör i gallvägarna",Kv,44,-,-,-,-,-,-,-,-,-,-,1,-,-,6,3,9,8,6,2,5,4
,,M,41,-,-,-,-,-,-,-,-,-,-,-,2,1,2,6,3,6,7,9,5,-
C25.0,"Malign tumör i caput pancreatis",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,-,1
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,-,3,1,-
C25.1,"Malign tumör i corpus pancreatis",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
C25.2,"Malign tumör i cauda pancreatis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-
C25.3,"Malign tumör i ductus pancreatis",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C25.8,"Malign tumör i pankreas med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
C25.9,"Ospecificerad lokalisation av malign tumör i pankreas",Kv,439,-,-,-,-,-,-,1,1,1,2,3,11,16,37,50,73,92,76,47,24,5
,,M,482,-,-,-,-,-,-,-,-,2,2,5,11,33,44,65,97,101,72,30,17,3
C26.0,"Ospecificerad lokalisation av malign tumör i tarmkanalen",Kv,12,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,3,2,3,2
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,2,1,1,-
C26.9,"Ofullständigt angiven lokalisation av malign tumör i matsmältningsorganen",Kv,39,-,-,-,-,-,-,-,-,-,-,-,-,1,5,3,4,8,6,4,5,3
,,M,27,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,6,5,3,5,1,2
C30-C39,"Maligna tumörer i andningsorganen och brösthålans organ",Kv,928,-,-,-,-,-,-,-,-,1,-,7,14,23,57,105,218,239,139,87,34,4
,,M,856,-,-,-,-,-,-,-,1,-,1,6,13,35,56,116,177,195,143,74,32,7
C30.0,"Malign tumör i näshåla",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
C31.0,"Malign tumör i maxillarsinus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-
C31.1,"Malign tumör i etmoidalsinus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C31.9,"Malign tumör i näsans bihålor, ospecificerade",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-
C32.0,"Malign tumör i glottis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C32.1,"Malign tumör i supraglottis",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
C32.9,"Ospecificerad lokalisation av malign tumör i larynx",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,5,2,4,-,3,-
C33,"Malign tumör i luftstrupen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
C34.0,"Malign tumör i huvudbronk",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C34.1,"Malign tumör i överlob, bronk eller lunga",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,-,-,-,-,-,-
C34.3,"Malign tumör i underlob, bronk eller lunga",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C34.8,"Malign tumör i bronk och lunga med övergripande växt",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
C34.9,"Ospecificerad lokalisation av malign tumör i bronk och lunga",Kv,901,-,-,-,-,-,-,-,-,1,-,4,14,23,53,103,211,234,136,85,33,4
,,M,811,-,-,-,-,-,-,-,-,-,1,6,9,34,50,110,167,189,137,74,27,7
C37,"Malign tumör i tymus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,2,2,-,-,-,-
C38.0,"Malign tumör i hjärtat",Kv,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
C38.3,"Malign tumör i ospecificerad del av mediastinum",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C38.4,"Malign tumör i pleura",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C39.9,"Ofullständigt angivna lokalisationer av malign tumör inom andningsorganen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C40-C41,"Maligna tumörer i ben och ledbrosk",Kv,6,-,-,-,-,2,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-
,,M,18,-,-,-,2,2,2,1,-,-,2,1,-,1,1,-,2,2,-,2,-,-
C40.2,"Malign tumör i nedre extremiteternas långa ben",Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C41.0,"Malign tumör i skallens ben och ansiktsbenen",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
C41.1,"Malign tumör i underkäkens ben",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C41.2,"Malign tumör i kotpelaren",Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C41.4,"Malign tumör i bäckenben, sakrum och koccyx",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
C41.9,"Ospecificerad lokalisation av malign tumör i ben och ledbrosk",Kv,4,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-
,,M,11,-,-,-,2,1,2,1,-,-,1,1,-,1,1,-,-,-,-,1,-,-
C43-C44,"Melanom och andra maligna tumörer i huden",Kv,129,-,-,-,-,-,-,-,2,2,2,5,7,2,4,15,14,19,24,18,6,9
,,M,179,-,-,-,-,-,-,-,-,2,5,4,9,10,12,14,26,34,25,23,12,3
C43.3,"Malignt melanom på andra och ospecificerade delar av ansiktet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C43.4,"Malignt melanom i hårbotten och på halsen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
C43.5,"Malignt melanom på bålen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-
C43.6,"Malignt melanom på övre extremitet inklusive skuldran",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C43.7,"Malignt melanom på nedre extremitet inklusive höften",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C43.9,"Ospecificerad lokalisation av malignt melanom i huden",Kv,102,-,-,-,-,-,-,-,2,2,2,5,7,2,4,12,13,18,20,8,3,4
,,M,149,-,-,-,-,-,-,-,-,2,5,4,9,9,11,9,25,32,19,17,5,2
C44.1,"Malign tumör i huden på ögonlock inklusive ögonvrå",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
C44.2,"Malign tumör i huden på ytteröra och i yttre hörselgången",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C44.3,"Malign tumör i huden på andra och ospecificerade delar av ansiktet",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-
C44.4,"Malign tumör i huden i hårbotten och på halsen",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-
C44.5,"Malign tumör i huden på bålen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
C44.6,"Malign tumör i huden på övre extremiteten inklusive skuldran",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C44.7,"Malign tumör i huden på nedre extremiteten inklusive höften",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C44.9,"Ospecificerad lokalisation av malign tumör i huden",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,2
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,2,5,1,1
C45-C49,"Maligna tumörer i mesotelial (kroppshåletäckande) vävnad och mjukvävnad",Kv,75,-,-,-,1,1,-,1,-,1,3,-,2,5,4,10,11,18,10,6,1,1
,,M,110,-,-,1,-,1,-,-,-,-,-,3,3,6,5,14,16,29,19,8,4,1
C45.0,"Mesoteliom i pleura",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,1,-,-
,,M,22,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,2,9,6,1,-,-
C45.1,"Mesoteliom i peritoneum",M,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-
C45.7,"Mesoteliom med andra lokalisationer",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,2,-,-
C45.9,"Ospecificerad lokalisation av mesoteliom",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1,-,-
,,M,38,-,-,-,-,-,-,-,-,-,-,-,-,3,2,7,5,8,7,4,1,1
C46.9,"Ospecificerad lokalisation av Kaposis sarkom",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
C47.9,"Ospecificerad lokalisation av malign tumör i perifera nerver och autonoma nervsystemet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C48.0,"Malign tumör i retroperitonealrummet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
C48.1,"Malign tumör i peritoneum med specificerad lokalisation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C48.2,"Ospecificerad lokalisation av malign tumör i peritoneum",Kv,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-
C49.0,"Malign tumör i bindväv och mjukvävnad i huvudet, ansiktet och halsen",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C49.2,"Malign tumör i bindväv och mjukvävnad i nedre extremitet inklusive höften",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
C49.3,"Malign tumör i bindväv och mjukvävnad i bröstkorgen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C49.4,"Malign tumör i bindväv och mjukvävnad i buken",Kv,8,-,-,-,-,-,-,-,-,-,1,-,-,2,1,2,-,1,-,1,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-
C49.5,"Malign tumör i bindväv och mjukvävnad i bäckenet",M,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
C49.9,"Ospecificerad lokalisation av malign tumör i bindväv och mjukvävnad",Kv,38,-,-,-,-,1,-,1,-,1,2,-,1,3,2,6,5,10,4,1,-,1
,,M,32,-,-,1,-,-,-,-,-,-,-,1,1,2,2,2,6,8,6,1,2,-
C50-C50,"Malign tumör i bröstkörtel",Kv,689,-,-,-,-,-,-,1,4,12,14,23,33,38,53,69,88,94,100,69,67,24
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
C50.9,"Ospecificerad lokalisation av malign tumör i bröstkörtel",Kv,689,-,-,-,-,-,-,1,4,12,14,23,33,38,53,69,88,94,100,69,67,24
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
C51-C58,"Maligna tumörer i de kvinnliga könsorganen",Kv,640,-,-,-,-,-,2,-,2,6,9,7,18,29,54,62,108,113,100,77,43,10
C51.9,"Ospecificerad lokalisation av malign tumör i vulva",Kv,41,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,6,3,11,8,8,1
C52,"Malign tumör i vagina",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,1,1,1
C53.9,"Ospecificerad lokalisation av malign tumör i cervix uteri",Kv,52,-,-,-,-,-,1,-,2,4,3,1,4,2,4,5,7,5,7,4,3,-
C54.1,"Malign tumör i endometrium",Kv,16,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,1,3,3,2,1,1
C54.9,"Ospecificerad lokalisation av malign tumör i corpus uteri",Kv,93,-,-,-,-,-,-,-,-,-,-,-,1,4,9,8,16,19,12,17,5,2
C55,"Malign tumör i livmodern med icke specificerad lokalisation",Kv,94,-,-,-,-,-,-,-,-,-,2,-,4,3,4,10,15,21,13,11,9,2
C56,"Malign tumör i äggstock",Kv,282,-,-,-,-,-,1,-,-,2,3,5,7,15,30,29,54,55,42,24,14,1
C57.0,"Malign tumör i äggledare",Kv,21,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,4,4,5,3,-,-
C57.8,"Malign tumör i de kvinnliga könsorganen med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C57.9,"Ospecificerad lokalisation av malign tumör i de kvinnliga könsorganen",Kv,33,-,-,-,-,-,-,-,-,-,1,-,1,-,3,3,4,3,7,7,2,2
C60-C63,"Maligna tumörer i de manliga könsorganen",M,1169,-,-,-,-,-,-,1,-,-,-,-,4,13,26,56,141,205,242,236,199,46
C60.9,"Ospecificerad lokalisation av malign tumör i penis",M,17,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,2,8,2,1,-
C61,"Malign tumör i prostata",M,1147,-,-,-,-,-,-,-,-,-,-,-,4,11,26,54,140,201,234,234,197,46
C62.9,"Ospecificerad lokalisation av malign tumör i testikel",M,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,1,-
C63.9,"Ospecificerad lokalisation av malign tumör i de manliga könsorganen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C64-C68,"Maligna tumörer i urinorganen",Kv,214,-,-,-,-,-,-,-,-,-,1,1,3,4,8,21,38,36,35,41,22,4
,,M,419,-,1,-,-,-,-,-,-,-,2,1,11,13,15,34,61,81,82,69,38,11
C64,"Malign tumör i njure med undantag för njurbäcken",Kv,92,-,-,-,-,-,-,-,-,-,-,1,1,3,3,8,17,12,17,18,12,-
,,M,133,-,1,-,-,-,-,-,-,-,1,1,11,7,7,13,18,26,19,23,3,3
C65,"Malign tumör i njurbäcken",Kv,17,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,3,4,2,3,-,1
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,5,6,3,2,1
C66,"Malign tumör i uretär (urinledare)",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,-
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,1,1,3,-
C67.2,"Malign tumör i urinblåsans sidovägg",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C67.7,"Malign tumör i urachusgången",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C67.8,"Malign tumör i urinblåsan med övergripande växt",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C67.9,"Ospecificerad lokalisation av malign tumör i urinblåsan",Kv,83,-,-,-,-,-,-,-,-,-,-,-,2,-,3,8,13,17,13,15,9,3
,,M,224,-,-,-,-,-,-,-,-,-,1,-,-,4,5,16,30,44,52,36,29,7
C68.0,"Malign tumör i uretra",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
C68.9,"Ospecificerad lokalisation av malign tumör i urinorganen",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,4,2,-,2,-,-
,,M,24,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,6,2,4,6,1,-
C69-C72,"Maligna tumörer i öga, hjärnan och andra delar av centrala nervsystemet",Kv,142,-,1,-,-,-,-,-,4,4,3,5,7,13,17,18,19,20,19,8,4,-
,,M,183,-,-,4,-,-,1,1,5,3,9,12,11,14,17,24,34,20,20,5,2,1
C69.3,"Malign tumör i korioidea",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
C69.4,"Malign tumör i ciliarkropp",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,-
C69.5,"Malign tumör i tårkörtel och tårkanal",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C69.9,"Ospecificerad lokalisation av malign tumör i öga",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,2,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-
C70.9,"Ospecificerad lokalisation av malign tumör i centrala nervsystemets hinnor",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
C71.0,"Malign tumör i storhjärnan utom lober och ventriklar",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
C71.1,"Malign tumör i frontallob",Kv,4,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,1,-,-,-
,,M,6,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,1,1,-,1,-,-
C71.2,"Malign tumör i temporallob",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
C71.3,"Malign tumör i parietallob",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C71.4,"Malign tumör i occipitallob",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C71.5,"Malign tumör i hjärnventrikel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C71.6,"Malign tumör i lillhjärnan",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,4,-,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
C71.7,"Malign tumör i hjärnstammen",Kv,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C71.8,"Malign tumör i hjärnan med övergripande växt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C71.9,"Ospecificerad lokalisation av malign tumör i hjärnan",Kv,120,-,-,-,-,-,-,-,3,3,3,5,7,10,15,16,15,17,18,4,4,-
,,M,152,-,-,-,-,-,1,-,3,3,8,12,8,13,15,22,30,17,15,3,2,-
C72.5,"Malign tumör i andra och ospecificerade kranialnerver",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
C72.9,"Ospecificerad lokalisation av malign tumör i centrala nervsystemet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C73-C75,"Maligna tumörer i tyreoidea och andra endokrina körtlar",Kv,24,-,-,-,-,-,-,-,-,-,-,1,2,-,3,3,5,3,3,1,3,-
,,M,15,-,1,-,1,-,-,-,-,-,-,-,-,-,2,3,1,6,-,1,-,-
C73,"Malign tumör i tyreoidea",Kv,18,-,-,-,-,-,-,-,-,-,-,1,2,-,1,2,4,2,3,1,2,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,4,-,1,-,-
C74.0,"Malign tumör i binjurebarken",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C74.9,"Ospecificerad lokalisation av malign tumör i binjure",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,1,-
,,M,3,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
C75.9,"Malign tumör i ospecificerad endokrin körtel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
C76-C80,"Maligna tumörer med ofullständigt angivna, sekundära och icke specificerade lokalisationer",Kv,343,-,-,-,-,-,-,-,1,-,3,1,1,6,6,23,48,55,62,72,45,20
,,M,268,-,-,-,-,-,-,-,1,-,1,2,1,6,12,30,36,60,45,43,25,6
C76.0,"Malign tumör i huvudet, ansiktet och halsen",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-
,,M,5,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,1,-,-
C76.1,"Malign tumör i bröstkorgen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
C76.2,"Malign tumör i buken",Kv,63,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,7,12,11,14,8,5
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,3,3,-,-
C76.3,"Malign tumör i bäckenet",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
C76.4,"Malign tumör i övre extremitet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
C76.7,"Malign tumör i andra ofullständigt angivna lokalisationer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
